Model,Souce,Comment,dependable,lasts long,value for money,quality fit and finish,attractive styling,safe,retains resale value,driver comfort,fun to drive,advanced features,responsive handling,prestigious,dealerships,fuel efficient,quick acceleration,environmentally friendly,affordable
Rogue,Cars,I’ve had my 2021 Rogue SL with the premium package for a month now. What a change from previous Nissans!  I love all the technology and convenient features. The 9 inch touch screen is responsive and very easy to see in bright sun. Love the panoramic sunroof and the quality of the interior. The seats are so comfortable. Ride quality is improved. People who complain about a 2.5 with a CVT should not be shopping for 4 cylinder SUV. Who cares how fast it gets to 60 mph?  This SUV in sport mode does just fine when needed. I have to say this has much more responsive acceleration off the line than my Murano had but I get much better fuel economy. I usually drive mine in auto or eco modes to take advantage of the better mpg. I give Nissan huge kudos and was happy to get this 2.5 4 cylinder since 2022s are all 1.5 turbo 3 cylinders.  Yes better gas mileage but the 2.5 is proven and solid.,0.0,0.9775738716125488,0.0,0.9944573640823364,0.0,0.0,0.0,0.9213042259216309,0.0,0.0,0.0,0.0,0.0,0.9876482486724854,0.0,0.0,0.0
Rogue,Cars,"I have to preface this by saying I purchased another new car recently and it ended up being a Lemon which the manufacturer repurchased (or is repurchasing because the process drags on forever). That said, I’m a little hyper sensitive to any issues with cars right now. I test drove the Rogue just to “check it out” with no intention on purchasing so quickly after my Lemon experience but I fell in love with it. It’s roomy, has a ton of great features, crystal clear back up/surround camera, awesome moonroof, great MPG’s, etc etc.  Even though the features and look of the car is great, I noticed little glitches from day one. The cameras would switch on randomly when slowing the car during travel, the automatic breaking warning light would come on and then turn off, the radio was working and then sounded like I was in a tunnel and then resumed playing normally, AC blew hot air when on cool until I turned it down to “Lo”, the touch screen acts crazy here and there, etc etc. For the most part I wrote these things off as “user error” or accepting that maybe the car just acted like this. BUT…today after owning the car for about two weeks/600 miles the emergency breaking malfunction light came on and remained on (I’m talking about the big, bright notice that pops up in your dash cluster). Like the other “glitches” the malfunction light disappeared when I parked, turned off the car and then turned it on again. I realized that the glitches might be a little more than what I originally thought though. Having the malfunction light in addition to the warning symbols prompted me to take the car in to service. I’m currently waiting to find out what the issue is and how long it will take to fix. I also did some more review reading and I have to say that I’m really nervous that the car will have continuing issues. The reviews on this site are fairly positive but if you look around a bit more you find some scary stuff about this car. I really thought there was no possible way that I would have this type of experience with TWO brand new cars within a six month period but here we are. I hope this is just some weird full moon voodoo that gets repaired and never causes me an issue again but I’m really not that confident in that right now. All I’m saying is…be careful!",0.0,0.6715329885482788,0.0,0.0,0.0,0.9340689182281494,0.0,0.36673665046691895,0.0,0.0,0.0,0.0,0.0,0.7367855310440063,0.0,0.0,0.09922516345977783
Rogue,Cars,"Recently traded in my 2016 for the new redesigned 2021 Rogue. The difference is amazing. The build quality has important greatly, styling is upgraded, feels like a much more expensive vehicle. 
Incredible value, very happy with purchase.",0.0,0.0,0.9725195169448853,0.7246670722961426,0.8672996759414673,0.0,0.0,0.0,0.0,0.9950704574584961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,Meets our needs comfortable  stylish love the interior and the ride is super cool. We choose black it is beautiful and cool and super nice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,Always have been a huge fan of Rogues but I absolutely LOVE this 3rd generation “upgrade”!  Love the exterior and most of all the interior! The ride is smoother and more quiet as well! I’ve had my Rogue for about a week now and have I put about 700 miles on it and so far so good! 100% would recommend as Nissans have never let me down!,0.9949909448623657,0.0,0.9849834442138672,0.0,0.0,0.9759763479232788,0.0,0.9916130304336548,0.0,0.0,0.9986253976821899,0.9661446809768677,0.0,0.6041961908340454,0.0,0.24150729179382324,0.0
Rogue,Cars,Very spacious and economic . Great choice and great color . I was looking for a family car and this car has everything I need it.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,My first SUV and I am very happy with it.  The technology is amazing and the car rides so smoothly.  So glad I picked the Rogue,0.0,0.0,0.0,0.9935324192047119,0.9806714057922363,0.0,0.0,0.0,0.0,0.9911692142486572,0.9942893981933594,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"It's very dependable even in the winter. The back seats are full size to fit adults comfortably. Large screen for GPS or music, Tac & Digital speedometer.",0.997409462928772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"I have owned/leased Nissans since 1997. I had a 1997,  2001, 2004 and 2013 Pathfinder. I had a 2007 Xterra, 2011 Rogue, 2016 Murano and the 2019 Rogue SL. I have to say that the 2021 Rogue SL, with the premium package is my best leased Nissan yet. Coming from the 2011 & 2019 Rogue, the 2021 is a BIG improvement. The exterior is beautiful and the interior is so luxurious without the luxurious price tag. I did not think I would like the gear shifter, but I love it, especially now that I have more storage space underneath it and the cup holders are up higher. I have loved the zero gravity seats since my 2013 Pathfinder. OMG, they are so comfortable and the back seats are a little bit higher and I love that too. The back doors opening at a 90 degree angle is like the best thing EVER. The ability  to unlock all the doors from all 4 doors is a great feature as well.  I just leased mine on memorial day, and I am 110% in love. They have made the cabin quieter and even though it is just 11hp more, you can definitely feel the difference. It lagged a bit in the 2019, but not this 2021. Huge difference in acceleration alone! Still log my propilot assist, lane change monitoring and so much more. The wireless connection to my iphone is great too. I just love it! 2021 Boulder Gray Pearl Nissan Rogue SL w/premium package :)",0.0,0.9039090871810913,0.0,0.0,0.9797546863555908,0.0,0.0,0.0,0.0,0.0,0.9305460453033447,0.9318327903747559,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"A nice overall improvement  (gas mileage not included) from my previous 2018 Rogue.  All the ""bells and whistles"" needed to enjoy a comfortable ride from here to there.",0.0,0.0,0.9755257368087769,0.0,0.0,0.0,0.0,0.0,0.0,0.91535484790802,0.0,0.8738857507705688,0.0,0.4425199031829834,0.0,0.0,0.0
Rogue,Cars,As a 51 year old empty nester this vehicle seems to meet all my needs. No longer need a bigger SUV or minivan. Took me a little while to come to that realization but I’m glad I didn’t buy anything larger. Very quiet and comfortable and I get about 33 MPG commuting to the office and back. Family members with CR-Vs and Outbacks are very impressed with this new design. Check it out.,0.9968404769897461,0.0,0.0,0.9909632205963135,0.0,0.0,0.0,0.9604641199111938,0.982647180557251,0.8399580717086792,0.964053750038147,0.0,0.0,0.9791953563690186,0.0,0.0,0.9438114166259766
Rogue,Cars,"At first I had no problem with my brand new Rogue, but six weeks after driving the car shut down in my driveway. Information such as “Headlight malfunction, apply parking break. “ remained on the dashboard. The car couldn’t start, had to get a jump. The next morning I took the car to the dealership and after 4.5 hour was told that my ECM was defective and need to be replaced. Don’t they test the cars before selling them. I am so unhappy right now. I feel that this should never have happened. Used car , I understand but brand new car an explanation should be given.",0.0,0.39554715156555176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9224082231521606,0.0,0.0,0.0,0.0
Rogue,Cars,This car is awesome!  I love the ride!! I love the gear shift!  I love the comfort!   Lost some hatch but vehicle is awesome!!! 10 stars!!!,0.0,0.0,0.0,0.0,0.0,0.0,0.9445583820343018,0.9898171424865723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,This Rogue met all my needs. It is very comfortable to drive. I like that the rear door opens all the way 90 degrees. It has a great sunroof. Love it,0.9911448955535889,0.0,0.0,0.0,0.9918147325515747,0.0,0.0,0.9935585260391235,0.996681809425354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"A beautiful car, but with some annoying problems:
- Shaking / vibrating when driving or accelerating slowly. 
- The hand break stays on regularly when I start driving - for a few seconds, making the engine roar. Won’t get off even if I try to turn it off (and it is supposed to go off automatically).
- Stop hold feature: I love the idea, as I have knee problems and it releases tension in my right knee, but for some reason, when I stay on it for a while (e.g. at the drive thru), it doesn’t come off when I try to drive again. When this happens, I need to stop the car, turn it off, and  turn it back on... Can be dangerous in some situations. Also: the Cruise control with Pro Pilot is a bit scary, as when the car before me changes lane, it starts accelerating way too fast to reach the set speed now that the obstacle is gone. I usually turn it off to control my acceleration on my own. I was driving a 2017 Rogue before, and I felt safer in my old version, by far.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,I went with the new Rogue because of its updated  restyling and based upon Nissan’s reputation for  performance and reliability. I am looking forward to a pleasant experience.,0.9892677068710327,0.0,0.9535200595855713,0.982900857925415,0.0,0.9758619070053101,0.0,0.0,0.9550641775131226,0.0,0.9841306209564209,0.9623880386352539,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"This is by far the most advanced and tech equipped vehicle I've ever owned. Very good , well thought out features and roomier that previous models. Economical so far and very comfortable seating as well as driving. Excellent sound system.",0.0,0.8344902992248535,0.0,0.0,0.9427096843719482,0.0,0.0,0.9799946546554565,0.9379454851150513,0.9973329305648804,0.0,0.0,0.0,0.9889599084854126,0.0,0.6077708005905151,0.9752192497253418
Rogue,Cars,"I purchased this Rouge Platinum for a daily driver with good gas mileage. I am 6' 2""  my 6' wife and our kids are 6' and 5'3"" and we fit comfortably with no complaints. This is our fifth Nissan we currently on a 2019 Armada and I expect the same reliability that we have had with the others.   Coming for a lifted Toyota Tundra I can drive back and forth to work for almost 2 weeks on a site tank of gas as to wear the Tundra went through a tank a week. I can't say enough good things about this SUV.",0.0,0.0,0.0,0.9839200973510742,0.0,0.0,0.0,0.9462713003158569,0.0,0.0,0.0,0.0,0.0,0.9739755392074585,0.0,0.0,0.0
Rogue,Cars,Crown Nissan is the best dealership and has the best vehicles. Love my new Rogue. All the features and comfort makes driving a pleasure. Easy to drive and rides smooth.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9955400228500366,0.9984276294708252,0.9824842214584351,0.9975929260253906,0.977275013923645,0.9772851467132568,0.0,0.0,0.0,0.0
Rogue,Cars,It’s what I was looking for. An AWD that is comfortable and gets great gas mileage. Plus all the other great features the Rogue has.,0.9860738515853882,0.0,0.0,0.9805142879486084,0.0,0.0,0.0,0.9070345163345337,0.9903625249862671,0.0,0.0,0.9167717695236206,0.0,0.9947758913040161,0.0,0.0,0.0
Rogue,Cars,"It full film my requirements and features that I need to drive safe and comfort , on the road make me happy an like it",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,My wife loves her new Rogue. She says it has plenty of power and has a very smooth ride. She especially enjoys the sun roof which is a very nice feature on the car.,0.972808837890625,0.0,0.9455673694610596,0.9904253482818604,0.9939475059509277,0.0,0.0,0.0,0.9963054656982422,0.9875985383987427,0.9964321851730347,0.0,0.0,0.6758888959884644,0.5932661294937134,0.0,0.0
Rogue,Cars,This is my second rogue and this year the design has really improved. Quality leather good sound system the back up camera has incredible clarity. I am so impressed with all of the safety features. If I had one complaint it would be that the floor mats are not super durable. I would definitely upgrade or have them throw in an all weather mat. This car is very quiet and handles very well. I love the on the fly traction control for all types of weather. Too many good things to write about!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9969565868377686,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"Hate the side mirrors, bring back or move them forward.
Bring back the movable rear seat. We used it pushed all the way forward for our dog.
Bring back the rear under floor storage, the same size as the 2018 model.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,I have been very impressed with the new Rogue.  I love the new features of this SL model and look forward to many years of problem free driving.  The increased size of the 2021 model provides many Murano like features at a greatly reduced price.,0.9890298843383789,0.8480581045150757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"Had this car 3 months it’s my 3rd Rogue. Monitor not working, no radio, gps iPhone connect charging backup cameras, weird noise, flashing Nissan logo, it’s been 2 months, they cannot find the part anywhere! Nissan consumer affairs have stopped calling to give updates, but yet want you to pay your monthly payment for a new car that’s not 100%
Beware if you buy they cannot fix it, you’ll be stuck with a LEMON!",0.0,0.8108795881271362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9237921237945557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,Love the improvements made in the 2021 model year. Exterior is sporty and aggressive.  Interior is refined and well appointed.  Great easy to use features,0.0,0.0,0.0,0.0,0.9918221235275269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,Traded my 2018 for this new design and interior concept. Love it. The 18 inch tires makes a smooth consistent ride. The design in and out is classic gold.,0.9919028282165527,0.0,0.0,0.0,0.9926997423171997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"This car is perfect for me. The doors are tall and easy for me to get in and out of even with arthritis. It has a lot pep. The interior is comfortable. I love the changes on this newer model. Cup holders are more accessible,  the car is a little larger than previous models and the safety features are top notch.",0.0,0.0,0.0,0.9966409206390381,0.0,0.9972676038742065,0.0,0.0,0.0,0.9948865175247192,0.9887905120849609,0.9624010324478149,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"I bought this car for the safety features. Blind spot warning, forward warning collision, rear emergency braking, rear cross warning, and more,

I really love all these features",0.0,0.0,0.9613195657730103,0.9566828012466431,0.0,0.0,0.0,0.9555076360702515,0.0,0.9906195402145386,0.0,0.9199314117431641,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"This car meets all my needs for roominess, easy to navigate. The only thing it's missing is a trunk opener on the fob. If it had that the car would be perfect.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9940162897109985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,I chose this car because of the headroom when I got in and out of it. Car rides quiet and has all the accessories that I need.,0.9872927665710449,0.0,0.0,0.0,0.9381651878356934,0.9923651218414307,0.0,0.9839589595794678,0.9837300777435303,0.9479010105133057,0.9710153341293335,0.8801982402801514,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,Car has many features that I was looking for.  Comfortable ride and easy to handle.  Controls are easy to reach and understand.  Video provided by Nissan is a great help in understanding the systems.,0.9842731952667236,0.0,0.0,0.9841756820678711,0.0,0.0,0.0,0.8809319734573364,0.9961506128311157,0.0,0.9941196441650391,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,This Rogue is the best I've owned and I can't wait to start driving it. It has all of the features that I want and need.,0.0,0.0,0.0,0.9935225248336792,0.0,0.0,0.0,0.0,0.9941784143447876,0.731012225151062,0.0,0.985278844833374,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,I am currently on my second rogue. The first one lasted me 10 years with only normal wear and tear. This second one had me feeling equally as excited when I test drove it. So far it is more than  exceeding my expectations!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9935122728347778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,This is so roomy and drives so smooth.  I love it.  It is a great color and so easy to drive and learn all the features!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"Problem with the AC, the temperature cannot be controlled, it comes out hot from the driver's fans and I took it to the dealer and they told me that it was designed to work that way, which is normal, it drives me crazy. I've tried to get the problem solved but until now they say it's normal and bought a dozen new cars and it's the first time this has happened to me with a 42-mile car",0.0,0.0871356725692749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue,Cars,"Rogue with Platinum trim (top of the line) is beautiful inside and out. The backup camera with side and top view is a big help. Plenty of acceleration. Only driven 1,000 mi but fuel mpg is around 31. Disappointed that garage door opener wasn't included. Living in AZ, vented or a/c seats would have been great. Many helpful electronics. I would buy again.",0.0,0.0,0.0,0.0,0.9965002536773682,0.0,0.0,0.6991325616836548,0.0,0.0,0.984338641166687,0.0,0.0,0.6957309246063232,0.9891752004623413,0.0,0.0
